generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,antagonistStrategies,topProtagonistStrategies,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistBirthGen,topProtagonistBirthGen,topAntagonistDelta,topProtagonistDelta,topAntagonistEquation,topProtagonistEquation,spec,runNumber
13,-0.971576582407824,0.16411199271109622,-0.9610537190082644,0.5166587163916285,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategySkipD|StrategyMutateTerminalR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategySkipD|StrategyAddTreeWithSub|StrategyDivXD|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithSub,StrategySkipD,12,12,16955.5,16955.5,(((((7)-(((5)-(x))-((7)*(4))))*(6))*((x)+((9)*(9))))-(6)),(((((((3)*(6))+((x)*((1)-(3))))*(((8)+((6)*(3)))*((0)*((8)*(3)))))*(((7)-(8))-((3)/((x)-(x)))))-(x))-(x)),5*x*x*x,3
14,-0.9717059848025839,0.12011775424475188,-0.9381250673463102,0.3650626503443256,StrategyDivXD|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyMutateTerminalR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithSub,StrategyAddTreeWithSub,13,13,35286.08571428571,35286.08571428571,(((((((7)-(3))*(x))*((9)*(9)))*((x)-((7)*(7))))/(((3)+(6))-(x)))-(x)),(((((((3)+(7))-((2)*(0)))*(((8)/(0))*(((1)*(0))-(5))))*((2)*(((x)+(3))-((x)-(x)))))*((5)-(0)))-(x)),5*x*x*x,3
15,-0.961181644957,0.20972446959589747,-0.8708003107874471,0.6859033935783926,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategySkipD|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithSub,14,13,193292,193292,((((5)*((7)*(4)))*((x)+(((8)-((2)-(5)))*(((6)*(3))*(7)))))-(x)),((((((x)+((3)*(x)))*((2)-(((7)/(0))/(((8)*(5))+((8)/(7))))))*(((6)*(((7)*(5))-(7)))+(((5)-(7))/((x)-((5)*(1))))))*(x))-(x)),5*x*x*x,3
16,-0.9582938393460788,0.2141983134021495,-0.8229491726671079,0.5709014258631582,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategySkipD|StrategyMutateTerminalR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithSub,StrategyAddTreeWithDiv,13,14,321042,321042,((((5)*((8)-(0)))*(((6)*((8)*(7)))*(((5)*(5))-(1))))-(x)),((((((3)+(((9)+(5))-((3)*(5))))*((((5)*(5))*((0)/(7)))-((((1)-(1))/(9))*(x))))/(((0)+(8))+((x)/((x)/((x)-(x))))))*(x))-(x)),5*x*x*x,3
17,-0.961104265288472,0.22411699570623494,-0.8499978370866561,0.6912182706775324,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyMutateTerminalR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD,StrategyAddTreeWithMult,StrategyAddTreeWithDiv,15,15,154521.6,154521.6,(((((((4)*(x))-(7))*((3)*((7)+(7))))*((x)*((8)*(8))))/(2))-(x)),((((((5)*(((4)*(2))-(3)))-(((6)*((6)+((4)-(6))))*((4)+((5)/(0)))))*(((4)-(9))/((x)/((x)/((x)-((x)+((6)*(3))))))))*((1)/(3)))/(x)),5*x*x*x,3
18,-0.9626846634278305,0.2333834975955063,-0.8037219867604234,0.5707012899614805,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddRandomSubTreeR,StrategyAddTreeWithSub,StrategyAddTreeWithMult,17,17,230802,230802,((((((9)*((7)*((6)+((1)*(8)))))-(2))*(8))*(((8)-(2))*(x)))-(x)),((((((7)/((4)-(5)))+(2))*((x)*((5)/(3))))-((2)*((0)/(((6)/((3)*(0)))-((7)+(0))))))*((((6)*(9))*(0))-(7))),5*x*x*x,3
19,-0.9697598887855813,0.13000580527487665,-0.9348103305785124,0.4346663559011132,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyMutateTerminalR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD,StrategyAddTreeWithSub,StrategyAddTreeWithSub,18,18,46153.5,46153.5,(((((4)+((((4)*(9))*(9))-(1)))*((1)-((9)+(5))))*((5)+(x)))-(x)),(((((((1)*(0))-((5)+(9)))-(((0)*(((4)+(4))-((5)/(9))))*(((0)*(8))*(x))))-((((8)-(0))*(x))/(((8)/(1))*((6)/((x)-(x))))))*(x))/(x)),5*x*x*x,3
20,-0.9633058793777852,0.19360887099647195,-0.8762792334385724,0.6786980609331171,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddRandomSubTreeR,StrategyAddTreeWithSub,StrategyAddTreeWithMult,19,19,463465.2,463465.2,(((((2)+(6))*(5))*((((7)*(9))-(x))*((((x)-(8))*((2)+(7)))*(7))))-(x)),(((((7)-(3))-(((((9)*(9))/((4)/(0)))-(4))+(((9)+(6))*(6))))*(((8)*(2))+((5)/(((x)-(2))-(x)))))*(x)),5*x*x*x,3
21,-0.9680303614858975,0.273218153236625,-0.9012690077607216,0.5703669264769963,StrategyMutateNonTerminalR|StrategyDivXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyDivXD,StrategyAddTreeWithAdd,20,20,127025.93469387756,127025.93469387756,((((((4)*(6))*(((4)*((5)*(4)))*((6)*(((5)+(4))*(8)))))/(x))/(x))-(x)),(((((((5)/(7))*(7))-((4)-((8)/((7)-(9)))))-(((0)+((8)/((5)-(5))))*(((x)*((3)*(6)))-((1)+((6)+((1)+(5)))))))*(x))-(x)),5*x*x*x,3
22,-0.970658388701203,0.24153387399043993,-0.9464264315468769,0.5476859823500113,StrategyDivXD|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyMutateTerminalR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithSub,StrategyAddTreeWithSub,20,21,20977.2,20977.2,(((((5)*((6)-(x)))*((((8)*(7))*(7))*(9)))/((2)-((0)+(4))))-(x)),((((((1)+((1)*(8)))*(((3)*(((6)+(5))-((8)*(x))))-((2)*(1))))*(((((0)-(x))+(4))*((x)/((2)*(0))))-((x)/((x)/((x)-((x)/(6)))))))*(x))-(x)),5*x*x*x,3
23,-0.9721432631960221,0.21157181818304868,-0.9433389256198348,0.4445193608604516,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyMutateTerminalR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddRandomSubTreeR,StrategyAddTreeWithMult,StrategyAddTreeWithSub,22,22,16945.5,16945.5,(((((((7)*(8))*((5)-(8)))-(8))-((8)+(3)))*((x)*((7)+(8))))-(x)),(((((8)+((4)*(x)))+(((5)/(3))*((((6)-(3))-(x))*((4)/(0)))))+((((6)*((7)-(3)))*(7))-(((8)*(3))-((x)/((x)-(x))))))*((1)+(9))),5*x*x*x,3
24,-0.9682430385690557,0.18345290194379107,-0.9127808447141673,0.5344589949060972,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithDiv|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD,StrategyAddTreeWithMult,StrategyAddTreeWithSub,23,22,94710,94710,(((((6)*((((x)*((9)*(4)))*(9))*(1)))*((x)+((4)-(3))))/((8)/(9)))-(x)),((((((0)*((9)/(0)))-((6)*((1)*((0)/(6)))))*(((((1)*(6))*(6))/(1))+((8)-((1)+(6)))))*((2)-((x)-(4))))/(x)),5*x*x*x,3
25,-0.9705507026386935,0.3127042650434255,-0.940030655322858,0.6961523568068104,StrategyMutateNonTerminalR|StrategyDivXD|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyDivXD,StrategyAddTreeWithSub,23,24,43217.69162577161,43217.69162577161,((((((5)-((6)-((((8)+(8))+(4))*(6))))*(((7)*(7))*((7)*(7))))/(x))/(x))-(x)),((((((4)+((5)*(((0)-(3))+(4))))+(((((x)*((9)*(3)))/(9))+(5))-((4)*(((8)-(3))+(9)))))*(((2)-(5))/((4)*(((2)/(x))/((x)-(x))))))*(x))-(x)),5*x*x*x,3
26,-0.9694923919305793,0.31222545718019484,-0.9228091735537192,0.5008294778737128,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategySkipD|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddRandomSubTreeR,StrategyAddTreeWithSub,StrategyAddTreeWithSub,25,24,35909.5,35909.5,(((((3)*((((7)+(0))-(3))*((9)*(9))))+(((6)+(2))-(x)))*((x)*(x)))-(x)),(((((2)-((3)*((8)-(((5)*(4))-((3)*(x))))))*((5)*(((2)/(6))/((0)*(0)))))*((((1)/(4))-(6))+((1)/((x)-(x)))))*(x)),5*x*x*x,3
27,-0.9722570574605836,0.28397315757569386,-0.9418452108996653,0.5429204488101721,StrategyDivXD|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,26,26,40787.57142857143,40787.57142857143,((((((x)*(3))*((((4)+(6))*((5)-((9)*(5))))*(((9)+(x))*(9))))/(x))/(x))-(x)),(((((((7)-(8))-(((1)*(7))*(0)))*(((5)/(7))*(((7)/(0))-(4))))*(((7)-(3))/(((9)+(1))/((x)-(((7)*(8))+((8)+(6)))))))*((4)-(4)))-(x)),5*x*x*x,3
28,-0.970883762653159,0.3432094412445849,-0.9502737695729433,0.6467140332760586,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,27,26,31551.653571428567,31551.653571428567,((((((9)*(9))*((((x)+(5))*((9)*(7)))-((5)*(6))))*((x)-(2)))/(x))-(x)),((((((3)*(((1)/(0))-(8)))/((x)+(((x)+((2)-((6)/(4))))-((4)+((1)*((3)*(3)))))))+(((x)*(8))*((7)*((9)/(((6)-(2))-(x))))))*(x))-(x)),5*x*x*x,3
29,-0.9672378171340427,0.26851247417708707,-0.9196597331965661,0.5442745559666722,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,28,28,68442,68442,(((((5)*(x))*(((((4)*(((x)+(6))*(7)))-(4))*((5)+(6)))*(4)))/(x))-(x)),((((((3)-((9)+(0)))*((((4)+((((6)*(8))/(6))-(8)))*(7))*((2)+(8))))*(((x)/((0)+((x)-(x))))/((9)/(((4)*(0))*((6)-((8)/(7)))))))*(x))-(x)),5*x*x*x,3
30,-0.9687954598178734,0.2755449222711552,-0.9266023399424267,0.6319159640943959,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,29,29,60333.409523809525,60333.409523809525,(((((x)+((8)*(5)))*(((6)*(2))*((1)-(((8)+(4))*((x)*(9))))))/(x))-(x)),((((((5)*(((4)/(4))*(9)))*(((4)-(8))*((x)+(7))))/(((5)/(((2)/((2)-(6)))*(((3)+((4)*(x)))-(5))))*(((6)*(7))/((x)/((x)-(x))))))*((0)+(x)))-(x)),5*x*x*x,3
31,-0.9666912931442424,0.30924008229795963,-0.9145814665606364,0.4707917225377615,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithSub,30,30,68068,68068,(((((5)*(((1)*((4)+(x)))*((x)*(5))))*((x)*((4)-((6)*(8)))))/(x))-(x)),((((((4)*((((9)/(2))+((0)/(6)))+(9)))*(((0)/(7))*((8)*(0))))-((((1)+(4))*(x))/((2)-(((8)-(8))/((x)-(x))))))*(((1)*(8))-((9)*(8))))-(x)),5*x*x*x,3
32,-0.9675338470519291,0.32528245170809444,-0.8853611855737344,0.692408544716368,StrategyDivXD|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithDiv,31,30,336235.8057142857,336235.8057142857,(((((((2)-((8)*(8)))*((6)*(((6)*(4))*(8))))*(((7)+(9))*(x)))/(x))/(x))-(x)),(((((((8)/(1))-((7)*((3)-((3)/(3)))))*(((x)*(3))+((((1)*(5))-(1))/((6)+(4)))))/(((1)*((8)+(3)))*((6)-((0)/((x)-(x))))))*((6)*(x)))-(x)),5*x*x*x,3
33,-0.9674106692376025,0.28534013656249135,-0.8788970578779528,0.5796260055469948,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithDiv,32,32,856878,856878,((((((0)-(((x)+(1))*(9)))*(x))*(((((8)*(x))*(9))*(5))*(6)))/(x))-(x)),(((((((6)+(7))-(((7)-(3))*((9)/(8))))*((2)*(3)))+(((((8)*((2)*(6)))/(3))*(3))*((7)*((x)/((x)-(x))))))*(x))-(x)),5*x*x*x,3
34,-0.9692526303218034,0.2593824413003463,-0.949665366897172,0.6126236843541375,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyDivXD|StrategySubXD|StrategyAddTreeWithDiv|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyReplaceBranchR,StrategyAddTreeWithDiv,33,33,29659.5,29659.5,(((((((8)*(4))*((8)*((9)/(3))))+(3))*(((x)-((7)*(6)))*(x)))/(x))-(x)),(((((((7)*(x))*((5)*(9)))+(((6)*(9))*((x)*(((9)-(2))+((9)/((4)*(x)))))))*(((9)+((1)-(x)))/((x)/((x)/((x)-(x))))))*((8)/(2)))-(x)),5*x*x*x,3
35,-0.9631722282912889,0.3326418708699425,-0.8810072767194977,0.639316931562448,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithDiv|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,34,34,593076,593076,(((((7)*((9)*(1)))*(((6)+((((8)*(9))*(6))-(9)))*(x)))/((2)/(8)))-(x)),((((((x)*((4)*((8)+(7))))-((6)*((x)+(1))))*((((7)*(0))+(4))/((x)-((((x)+(9))-((7)*(x)))-((9)/(0))))))*(((1)-(1))/(0)))-(x)),5*x*x*x,3
36,-0.9632275396822653,0.2785190223747867,-0.8765571101857402,0.5829548272253484,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyAddTreeWithDiv,StrategyAddTreeWithMult,StrategyAddTreeWithDiv,35,35,73194,73194,(((((((9)*((9)*(9)))-(5))*(x))*((0)-((9)+((5)*((9)+(9))))))/(x))-(x)),((((((7)-(4))*(((5)*(0))+(1)))*((5)*((5)-(3))))*(((6)+((9)/(0)))+(((4)+(x))/(((1)-(((6)/(6))*(8)))-((1)/(8))))))*((4)+(4))),5*x*x*x,3
37,-0.9597419331161582,0.2612989139153782,-0.8847047787450466,0.5262734419388686,StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithDiv|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,36,36,473927.34,473927.34,(((((((3)-((x)*(x)))*(6))+(4))*(((9)*(7))*((7)*(9))))/((x)/(4)))-(x)),((((((7)*((((4)-(6))+((x)*(0)))*(x)))*((1)/(((9)*(0))*(5))))-(((2)*(0))*(((5)+((4)-(9)))/((x)/((x)-(x))))))*(((9)/(x))/(5)))-(x)),5*x*x*x,3
38,-0.9654254214150404,0.28213395187154366,-0.9103901240636819,0.5214291028429541,StrategyMutateNonTerminalR|StrategyReplaceBranchXR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyAddTreeWithMult,StrategyAddTreeWithDiv,36,37,78870,78870,(((((((7)+(4))*(7))*(x))*((((8)*(8))-(6))*((9)+(9))))/(x))-(x)),(((((((6)*(x))+(2))*(((x)*(9))/(((9)-(1))*((1)/(2)))))+((((9)*(6))*(1))/((0)/((2)-(x)))))*((x)+((7)/(0))))-(x)),5*x*x*x,3
39,-0.9683244104356568,0.29525153482968336,-0.8987412993366581,0.5539757074008207,StrategyDivXD|StrategyReplaceBranchR|StrategyAddRandomSubTreeR|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategyDivXD|StrategySubXD|StrategyAddTreeWithAdd|StrategyAddToLeafR,StrategyMultXD|StrategyAddTreeWithAdd|StrategyAddRandomSubTreeR|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddTreeWithSub|StrategyAddTreeWithMult|StrategyAddTreeWithMult|StrategySubXD,StrategyDivXD,StrategyAddTreeWithDiv,36,38,127025.93469387756,127025.93469387756,(((((((((6)+(3))*(2))-(8))*((8)*(9)))*(((8)*((3)*(6)))*(8)))/(x))/(x))-(x)),((((((2)*((4)*(4)))-(((1)*(((8)*(8))*(8)))-((9)/((6)+((8)-(4))))))*(((5)/(1))-((3)/(((2)/(0))-(x)))))*((9)/(3)))-(x)),5*x*x*x,3
